"Date";"Value";"FVal";"PVal"
2012-03-22;2,3319;0,098;0,753867
2012-03-23;2,2882;0,125;0,723618
2012-03-26;2,2893;0,1;0,752151
2012-03-27;2,2304;0,093;0,760772
2012-03-28;2,2422;0,065;0,798606
2012-03-29;2,201;0,077;0,781998
2012-03-30;2,2649;0,082;0,775215
2012-04-02;2,2525;0,131;0,717107
2012-04-03;2,3323;0,15;0,69883
2012-04-04;2,2763;0,133;0,71509
2012-04-05;2,2178;0,059;0,807629
2012-04-06;2,0791;0,015;0,90293
2012-04-09;2,0649;0,001;0,979003
2012-04-10;2,0124;0,018;0,892688
2012-04-11;2,0572;0,045;0,831155
2012-04-12;2,0939;0,108;0,743045
2012-04-13;2,0282;0,202;0,653456
2012-04-16;2,0071;0,293;0,588178
2012-04-17;2,0454;0,416;0,518977
2012-04-18;2,0188;0,576;0,448147
2012-04-19;1,9925;0,74;0,389732
2012-04-20;2,0057;0,955;0,328482
2012-04-23;1,9693;1,146;0,284565
2012-04-24;2,0069;1,333;0,24854
2012-04-25;2,0184;1,561;0,21167
2012-04-26;1,9905;1,826;0,176817
2012-04-27;1,9711;2,113;0,146252
2012-04-30;1,9633;2,366;0,124201
2012-05-01;1,9942;2,678;0,101923
2012-05-02;1,96;2,988;0,084088
2012-05-03;1,968;3,402;0,065328
2012-05-04;1,9107;3,822;0,05078
2012-05-07;1,9157;4,324;0,03775
2012-05-08;1,8781;4,864;0,027574
2012-05-09;1,8677;5,379;0,020513
2012-05-10;1,8892;6,001;0,014412
2012-05-11;1,8444;6,772;0,009354
2012-05-14;1,7851;7,622;0,005835
2012-05-15;1,7625;8,524;0,003558
2012-05-16;1,7544;9,617;0,001964
2012-05-17;1,6903;10,717;0,001086
2012-05-18;1,7037;11,782;0,000614
2012-05-21;1,7302;12,764;0,000365
2012-05-22;1,7701;13,937;0,000196
2012-05-23;1,7116;15,002;0,000112
2012-05-24;1,7577;16,155;6,1e-05
2012-05-25;1,7357;17,36;3,3e-05
2012-05-29;1,7268;18,959;1,4e-05
2012-05-30;1,6133;20,736;6e-06
2012-05-31;1,574;23,021;2e-06
2012-06-01;1,4448;25,129;1e-06
2012-06-04;1,5153;27,113;0
2012-06-05;1,5639;28,771;0
2012-06-06;1,6595;30,483;0
2012-06-07;1,6526;32,246;0
2012-06-08;1,6466;34,276;0
2012-06-11;1,589;35,999;0
2012-06-12;1,67;38,072;0
2012-06-13;1,594;39,988;0
2012-06-14;1,6371;42,123;0
2012-06-15;1,5941;44,318;0
2012-06-18;1,588;46,344;0
2012-06-19;1,6311;48,296;0
2012-06-20;1,6517;50,388;0
2012-06-21;1,6272;52,203;0
2012-06-22;1,6886;54,345;0
2012-06-25;1,6258;56,369;0
2012-06-26;1,6539;58,495;0
2012-06-27;1,6376;60,905;0
2012-06-28;1,5865;62,942;0
2012-06-29;1,6632;65,402;0
2012-07-02;1,5865;67,627;0
2012-07-03;1,6353;70,029;0
2012-07-05;1,6065;72,723;0
2012-07-06;1,5577;75,655;0
2012-07-09;1,5208;78,685;0
2012-07-10;1,51;81,692;0
2012-07-11;1,5207;84,914;0
2012-07-12;1,4902;88,065;0
2012-07-13;1,5089;91,376;0
2012-07-16;1,4887;94,566;0
2012-07-17;1,515;97,832;0
2012-07-18;1,5084;100,956;0
2012-07-19;1,5368;104,447;0
2012-07-20;1,4844;108,135;0
2012-07-23;1,4603;112,095;0
2012-07-24;1,4262;116,11;0
2012-07-25;1,4255;119,999;0
2012-07-26;1,4517;123,068;0
2012-07-27;1,5766;126,476;0
2012-07-30;1,5316;130,05;0
2012-07-31;1,5125;133,251;0
2012-08-01;1,5696;136,897;0
2012-08-02;1,5115;139,856;0
2012-08-03;1,6101;142,917;0
2012-08-06;1,5991;145,431;0
2012-08-07;1,6758;147,847;0
2012-08-08;1,6908;150,198;0
2012-08-09;1,7009;152,818;0
2012-08-10;1,6667;155,475;0
2012-08-13;1,6637;157,538;0
2012-08-14;1,7436;159,026;0
2012-08-15;1,8199;160,223;0
2012-08-16;1,8588;161,571;0
2012-08-17;1,8396;162,943;0
2012-08-20;1,8371;164,442;0
2012-08-21;1,8211;166,7;0
2012-08-22;1,7228;169,252;0
2012-08-23;1,6862;171,754;0
2012-08-24;1,6943;174,535;0
2012-08-27;1,66;177,449;0
2012-08-28;1,6452;180,245;0
2012-08-29;1,6622;183,281;0
2012-08-30;1,634;186,885;0
2012-08-31;1,5658;190,349;0
2012-09-04;1,5863;193,726;0
2012-09-05;1,5999;196,449;0
2012-09-06;1,6819;199,312;0
2012-09-07;1,6668;202,083;0
2012-09-10;1,6797;204,735;0
2012-09-11;1,6956;206,798;0
2012-09-12;1,7672;209,112;0
2012-09-13;1,7383;210,283;0
2012-09-14;1,8749;211,716;0
2012-09-17;1,8444;213,425;0
2012-09-18;1,8125;215,351;0
2012-09-19;1,7875;217,293;0
2012-09-20;1,7865;219,475;0
2012-09-21;1,7592;221,968;0
2012-09-24;1,7238;224,876;0
2012-09-25;1,6769;228,399;0
2012-09-26;1,6077;231,721;0
2012-09-27;1,6334;235,105;0
2012-09-28;1,6285;238,585;0
2012-10-01;1,6201;242,105;0
2012-10-02;1,6181;245,672;0
2012-10-03;1,6153;248,747;0
2012-10-04;1,6723;251,266;0
2012-10-05;1,7354;253,951;0
2012-10-09;1,7183;256,943;0
2012-10-10;1,6862;260,069;0
2012-10-11;1,6732;263,282;0
2012-10-12;1,6657;266,463;0
2012-10-15;1,671;269,107;0
2012-10-16;1,7303;270,898;0
2012-10-17;1,8225;272,415;0
2012-10-18;1,8525;274,559;0
2012-10-19;1,7863;276,388;0
2012-10-22;1,8208;278,629;0
2012-10-23;1,7778;280,752;0
2012-10-24;1,7912;282,353;0
2012-10-25;1,8471;284,667;0
2012-10-26;1,7728;287,442;0
2012-10-29;1,7255;290,378;0
2012-10-31;1,71;293,08;0
2012-11-01;1,7358;295,759;0
2012-11-02;1,7394;298,806;0
2012-11-05;1,7028;301,27;0
2012-11-06;1,7641;304,871;0
2012-11-07;1,6492;309,035;0
2012-11-08;1,5943;313,248;0
2012-11-09;1,5923;317,741;0
2012-11-13;1,5674;322,222;0
2012-11-14;1,5718;326,861;0
2012-11-15;1,5596;331,539;0
2012-11-16;1,5593;335,88;0
2012-11-19;1,5952;339,69;0
2012-11-20;1,649;343,279;0
2012-11-21;1,6722;346,792;0
2012-11-23;1,6814;350,698;0
2012-11-26;1,6461;354,844;0
2012-11-27;1,6259;359,212;0
2012-11-28;1,6077;363,7;0
2012-11-29;1,5994;368,202;0
2012-11-30;1,601;372,644;0
2012-12-03;1,6093;377,249;0
2012-12-04;1,5973;382,079;0
2012-12-05;1,5801;387,117;0
2012-12-06;1,5647;391,643;0
2012-12-07;1,6133;396,258;0
2012-12-10;1,6082;400,574;0
2012-12-11;1,637;404,294;0
2012-12-12;1,6909;407,677;0
2012-12-13;1,7218;411,25;0
2012-12-14;1,7069;414,086;0
2012-12-17;1,7715;416,325;0
2012-12-18;1,8235;418,756;0
2012-12-19;1,8079;421,288;0
2012-12-20;1,8003;424,287;0
2012-12-21;1,7617;427,112;0
2012-12-24;1,7776;430,164;0
2012-12-26;1,7596;433,752;0
2012-12-27;1,716;437,447;0
2012-12-28;1,7086;440,535;0
2012-12-31;1,7606;442,618;0
2013-01-02;1,8448;443,861;0
2013-01-03;1,915;444,98;0
2013-01-04;1,9258;446,227;0
2013-01-07;1,9158;447,921;0
2013-01-08;1,8795;449,762;0
2013-01-09;1,8681;451,147;0
2013-01-10;1,9063;452,828;0
2013-01-11;1,8825;454,593;0
2013-01-14;1,8763;456,763;0
2013-01-15;1,8437;459,124;0
2013-01-16;1,8288;460,816;0
2013-01-17;1,8843;462,839;0
2013-01-18;1,858;465,01;0
2013-01-22;1,8466;467,254;0
2013-01-23;1,8414;469,261;0
2013-01-24;1,8615;469,919;0
2013-01-25;1,9716;470,336;0
2013-01-28;1,9918;470,462;0
2013-01-29;2,0162;470,623;0
2013-01-30;2,014;470,859;0
2013-01-31;2,0086;470,757;0
2013-02-01;2,0369;471,217;0
2013-02-04;1,9916;471,209;0
2013-02-05;2,0307;471,705;0
2013-02-06;1,9899;472,413;0
2013-02-07;1,9731;473,023;0
2013-02-08;1,9817;473,638;0
2013-02-11;1,9819;473,877;0
2013-02-12;2,0135;473,555;0
2013-02-13;2,0605;473,949;0
2013-02-14;2,002;474,25;0
